,course_title,price,num_subscribers,level,subject,idioma
2290,Clarinet Pro Series - Fall in love with the Clarinet,50,95,All Levels,Musical Instruments,Ingles
2291,Advanced Trumpet Studies - Learn to Master the Trumpet!​,50,184,Intermediate Level,Musical Instruments,Ingles
2292,Poldark TV series Soundtracks for Piano-Quicklessons,20,8,Beginner Level,Musical Instruments,Ingles
2293,Master the Saxophone: Intermediate Instruction Made Simple!,50,376,Intermediate Level,Musical Instruments,Ingles
2294,You Can Play Jazz Saxophone,20,37,Beginner Level,Musical Instruments,Ingles
2295,"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",20,169,All Levels,Musical Instruments,Ingles
2296,Building Up To Barre Chords,20,20,All Levels,Musical Instruments,Ingles
2297,Learn the Violin - Bowing Techniques,80,89,Intermediate Level,Musical Instruments,Ingles
2298,Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,45,98,All Levels,Musical Instruments,Ingles
2299,Back 2 The Basics,50,265,All Levels,Musical Instruments,Ingles
2300,Play the Jews Harp - instant skills for non musicians.,25,196,Intermediate Level,Musical Instruments,Ingles
2301,Master Trumpet Playing: Intermediate Instruction Made Simple,50,292,Intermediate Level,Musical Instruments,Ingles
2302,Practical Guitar Theory: Level 1,60,14,All Levels,Musical Instruments,Ingles
2303,Instant harmonica - enjoy playing Silent Night tonight!,40,16,All Levels,Musical Instruments,Ingles
2304,HARP&SOUL  |  Learn the Secrets of the Harmonica,35,114,All Levels,Musical Instruments,Ingles
2305,"Play Leyenda, Canarios, and Bach on Classical Guitar",195,185,Intermediate Level,Musical Instruments,Ingles
2306,Instant Harmonica - play the cool tune Dirty Old Town now!,40,42,All Levels,Musical Instruments,Ingles
2307,Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,45,57,Beginner Level,Musical Instruments,Ingles
2308,Guitar Lessons : Rock Guitar in 1 Day!,50,17,Beginner Level,Musical Instruments,Ingles
2309,Tenor Banjo,40,70,Intermediate Level,Musical Instruments,Ingles
2310,Introduction to Lead Guitar,20,245,Intermediate Level,Musical Instruments,Ingles
2311,Piano With Willie: Basics of Improvisation,40,76,Beginner Level,Musical Instruments,Ingles
2312,Euphonium Pro Series - Fall in love with the Euphonium,50,44,All Levels,Musical Instruments,Ingles
2313,Pure Rock Guitar : Play Like the Gods of Rock!,45,80,All Levels,Musical Instruments,Ingles
2314,Master the French Horn: Intermediate Instruction Made Simple,50,68,Intermediate Level,Musical Instruments,Ingles
2315,Classical Guitar Technique: 80/20,175,54,All Levels,Musical Instruments,Frances
2316,Total beginner to intermediate guitar - Learn to play by ear,45,80,Beginner Level,Musical Instruments,Ingles
2317,Aprende escalas y arpegios  Vol. I: Modo mayor,50,85,Beginner Level,Musical Instruments,Español
2318,Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,40,57,Beginner Level,Musical Instruments,Español
2319,Ukulele lernen für Papas mit Bruder Jakob,55,12,Beginner Level,Musical Instruments,Aleman
2320,Tin Whistle Básico,20,11,Beginner Level,Musical Instruments,Ingles
2321,Leve a sua técnica de pedal duplo para um novo patamar,40,42,Intermediate Level,Musical Instruments,Portuges
2322,Sevillanas con Castañuelas - Baile y toque al mismo tiempo,40,20,All Levels,Musical Instruments,Español
2323,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,20,41,Beginner Level,Musical Instruments,Japones
2324,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,20,5,Beginner Level,Musical Instruments,Japones
2325,Aprende a Tocar Teclado - Piano,35,119,All Levels,Musical Instruments,Portuges
2326,Castañuelas por Sevillanas - Curso del toque de castañuelas,40,22,All Levels,Musical Instruments,Español
2327,Aprende a tocar el acordeón de botones,50,20,Beginner Level,Musical Instruments,Español
2328,Aprende a tocar Música Cristiana en el piano y teclado,20,17,All Levels,Musical Instruments,Español
2329,Easy Guitar Songwriting And Harmony,20,82,Beginner Level,Musical Instruments,Ingles
2330,How to play easy tunes on the harmonica - just the basics,35,79,Beginner Level,Musical Instruments,Ingles
2331,Rhythm to Rock Drum Lessons 2,20,21,Beginner Level,Musical Instruments,Ingles
2332,Instant Harmonica - play Over the Rainbow + Skye Boat now!,40,29,All Levels,Musical Instruments,Ingles
2333,Bagpipe Instruction For Beginners,30,31,Beginner Level,Musical Instruments,Ingles
2334,"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",50,156,All Levels,Musical Instruments,Ingles
2335,Rhythm to Rock Drum Lessons 3,20,12,Beginner Level,Musical Instruments,Ingles
2336,Guitar Lessons - Sweep Picking Arpeggio Essentials,35,74,Intermediate Level,Musical Instruments,Ingles
2337,Painless Piano!,40,353,Beginner Level,Musical Instruments,Ingles
2338,Beginning Flute Lessons,20,137,Beginner Level,Musical Instruments,Aleman
2339,Piano Lesson Variety,40,59,Intermediate Level,Musical Instruments,Ingles
2340,Pop and Jazz Keyboards and Harmony (beginner level),180,47,Beginner Level,Musical Instruments,Ingles
2341,Starting to play the blues on your harmonica in easy steps ,35,71,Intermediate Level,Musical Instruments,Ingles
2342,Learn the Viola - Scales and Fundamentals,80,21,Beginner Level,Musical Instruments,Ingles
2343,"Learn to Play 'Let It Snow on Piano""",40,36,Intermediate Level,Musical Instruments,Ingles
2344,Instant Harmonica - play the Irish anthem Danny Boy today!,40,8,All Levels,Musical Instruments,Ingles
2345,Piano Building Blocks: Learn Chord Additions & Variations,0,375,Beginner Level,Musical Instruments,Ingles
2346,Advanced Saxophone Studies - Learn to Master the Saxophone!,50,215,Intermediate Level,Musical Instruments,Ingles
2347,Killer Harmonica sounds using the tongue and bending notes ,35,80,Intermediate Level,Musical Instruments,Ingles
2348,Instant Harmonica - play When the Saints on harmonica now!,20,31,Beginner Level,Musical Instruments,Ingles
2349,Strumming the Guitar - 5 Lessons on Strum Patterns,20,56,Beginner Level,Musical Instruments,Ingles
2350,Learn Piano Online-Keys to the Keyboard,50,18,Beginner Level,Musical Instruments,Ingles
2351,Ukulele Lessons For Beginners - Fast Track Your Learning,20,57,Beginner Level,Musical Instruments,Ingles
2352,Blues Guitar Lessons - Ragtime Blues Guitar,20,59,Expert Level,Musical Instruments,Frances
2353,Getting Started with Power Chords,20,6,Beginner Level,Musical Instruments,Ingles
2354,Blues Master - Professional Techniques Piano Course,75,4,All Levels,Musical Instruments,Frances
2355,Drumming 101: The Essential Elements,50,4,Beginner Level,Musical Instruments,Ingles
2356,Flute Lessons For Beginners,95,3,Beginner Level,Musical Instruments,Aleman
2357,Guitar for Christmas!,20,7,Beginner Level,Musical Instruments,Ingles
2358,Learn Piano Online-Nocturnal Piano Solo,60,2,Intermediate Level,Musical Instruments,Ingles
2359,Guitar Chords and Basic Strumming,20,3,Beginner Level,Musical Instruments,Ingles
2360,Getting Started on the Acoustic Guitar,20,3,Beginner Level,Musical Instruments,Ingles
2361,Learn Piano Online-In the Garden Piano Solo,60,1,Intermediate Level,Musical Instruments,Ingles
2362,Saxophone Essentials: Beginners Course,40,3,Beginner Level,Musical Instruments,Ingles
2363,Learn To Play The Guitar In A Day,20,3,Beginner Level,Musical Instruments,Ingles
2364,88 Logic - The Essential Guide To Learning Piano,25,3,Beginner Level,Musical Instruments,Ingles
2365,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,50,164,Intermediate Level,Musical Instruments,Ingles
2366,Instant Harmonica - play Dylan's Like a Rolling Stone now!,40,28,All Levels,Musical Instruments,Ingles
2367,Advanced Oboe Studies - Become a Master Oboist!​,50,47,Expert Level,Musical Instruments,Ingles
2368,Instant Harmonica - play 'I just called to say I love you',40,15,All Levels,Musical Instruments,Ingles
2369,Jazz piano improvisation: The girl form Ipanema. Bossa nova,30,151,All Levels,Musical Instruments,Ingles
2370,Drum Lessons For Beginners,95,14,Beginner Level,Musical Instruments,Aleman
2371,Piano With Willie: Jazz Kids - Vol 3,40,16,Beginner Level,Musical Instruments,Aleman
2372,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,35,19,All Levels,Musical Instruments,Ingles
2373,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",30,14,Intermediate Level,Musical Instruments,Ingles
2374,Guitar - Rock - Beginner with Marc Seal,20,40,All Levels,Musical Instruments,Ingles
2375,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",50,41,All Levels,Musical Instruments,Ingles
2376,Bluegrass Guitar Essentials: Webisodes 11 & 12,30,9,All Levels,Musical Instruments,Ingles
2377,Advanced Horn Studies - Learn to Master the French Horn!​,50,46,All Levels,Musical Instruments,Ingles
2378,Learn To Play Guitar Complete Beginners Quick Start,20,75,Beginner Level,Musical Instruments,Ingles
2379,Piano With Willie: Jazz Kids - Vol 4,40,19,Intermediate Level,Musical Instruments,Aleman
2380,Instant Harmonica - play the old Popeye Spinach song now !,20,22,Beginner Level,Musical Instruments,Ingles
2381,Piano With Willie: Jazz Kids - Vol 2,40,17,Beginner Level,Musical Instruments,Aleman
2382,Practice guitar with no previous experience and become a pro,30,26,Beginner Level,Musical Instruments,Ingles
2383,The Music Coach Online Spirit Drum Course,95,2,Beginner Level,Musical Instruments,Ingles
2384,Make Electronic Music with the iPad,20,13,Beginner Level,Musical Instruments,Ingles
2385,Learn Loreena McKennitt Songs-Quicklessons Piano Course,20,1,All Levels,Musical Instruments,Ingles
2386,Guitar 201: Breakthroughs,20,14,Beginner Level,Musical Instruments,Ingles
2387,Major Scales and Modes for Chromatic Harmonica,20,6,All Levels,Musical Instruments,Ingles
2388,Play Guitar with Rhythm - 5 Easy Lessons,20,31,Beginner Level,Musical Instruments,Ingles
2389,Coaching Bundle: Guitar for Music Educators: Part 1,135,1,All Levels,Musical Instruments,Ingles
2390,Coaching Bundle: Guitar for Music Educators: Part 2,135,1,All Levels,Musical Instruments,Ingles
2391,Ukulele 3:  Intermediate,25,1,Intermediate Level,Musical Instruments,Ingles
2392,"Beginners Guitar Course - 'Try it and love it method""",25,0,Beginner Level,Musical Instruments,Ingles
2393,Coaching Course: Rhythm Instruction for Music Educators P1,130,0,All Levels,Musical Instruments,Ingles
2394,Learn Pirates of the Caribbean by Ear on the Piano,20,0,All Levels,Musical Instruments,Ingles
2395,Coaching Course: Rhythm Instruction for Music Educators P2,125,0,All Levels,Musical Instruments,Ingles
2396,4 Week Rhythm Mastery,20,0,Beginner Level,Musical Instruments,Ingles
2397,Tune that Sour Note on Your Piano,20,0,All Levels,Musical Instruments,Ingles
2398,Learn Vikings Soundtracks on the Piano by Ear,20,0,All Levels,Musical Instruments,Ingles
2399,Learn to Play Piano Like a Pro - Easy Piano Course 1,35,0,Beginner Level,Musical Instruments,Ingles
2400,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,20,0,Beginner Level,Musical Instruments,Ingles
2401,Instant Harmonica - play 12 bar blues Big Walter style now!,40,31,All Levels,Musical Instruments,Ingles
2402,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,20,237,Intermediate Level,Musical Instruments,Ingles
2403,Spice up your playing with some easy Flamenco techniques! ,40,120,Intermediate Level,Musical Instruments,Ingles
2404,Beginners Guide to Playing Guitar - Step-by-step System,85,384,Beginner Level,Musical Instruments,Ingles
2405,Guitar Kick Start,0,3160,Beginner Level,Musical Instruments,Ingles
2406,Instant Harmonica – play Beethoven’s Ode to Joy right now!,20,455,Beginner Level,Musical Instruments,Ingles
2407,Funk Rhythm Guitar Techniques,35,82,All Levels,Musical Instruments,Aleman
2408,Flamenco Guitar,25,136,Beginner Level,Musical Instruments,Portuges
2409,Learn to play the Bouzouki - Greek Bouzouki Lessons,50,63,All Levels,Musical Instruments,Ingles
2410,Guitar Looper Basic Training,45,64,All Levels,Musical Instruments,Ingles
2411,Piano With Willie: Jazz Kids - Vol 1,40,28,Beginner Level,Musical Instruments,Ingles
2412,Instant Harmonica - play the Drunken Sailor sea shanty now! ,20,27,Beginner Level,Musical Instruments,Ingles
2413,Learn to Play Sweet Child of Mine,20,0,Intermediate Level,Musical Instruments,Ingles
2414,Bluegrass Guitar Essentials: Webisodes 1 & 2,0,970,Intermediate Level,Musical Instruments,Ingles
2415,Learn Monster GODJ,0,991,Beginner Level,Musical Instruments,Ingles
2416,What you can learn before Piano Lessons,0,61,Beginner Level,Musical Instruments,Ingles
2417,Learn to Play Tabla - The Indian drums,0,1,Beginner Level,Musical Instruments,Ingles
2418,Gitarre spielen wie die Profis,20,1981,Beginner Level,Musical Instruments,Aleman
2419,Curso de piano 101 - Tocando partituras y acordes -,170,245,All Levels,Musical Instruments,Español
2420,Sintetizadores e Síntese Subtrativa,85,38,All Levels,Musical Instruments,Portuges
2421,Spielend Klavier lernen mit Freude und Erfolg,100,255,Beginner Level,Musical Instruments,Aleman
2422,Curso de ejercicios técnicos al piano Vol.2,50,62,All Levels,Musical Instruments,Español
2423,Curso de ejercicios técnicos al piano Vol.1,60,186,All Levels,Musical Instruments,Español
2424,Aprende escalas y arpegios Vol.2 : Modo menor,50,62,All Levels,Musical Instruments,Español
2425,Instant Harmonica - play Blowing in the Wind + Popeye theme!,40,13,All Levels,Musical Instruments,Ingles
2426,Instant Harmonica - play jazzy Autumn Leaves now (part one),20,25,Beginner Level,Musical Instruments,Ingles
2427,Trumpet Lessons For Beginners,95,17,Beginner Level,Musical Instruments,Ingles
2428,Guitar - Rock - Beginner/Intermediate with Marc Seal,20,36,Beginner Level,Musical Instruments,Ingles
2429,Learn to play in the Key of G on any Bluegrass Instrument,0,349,All Levels,Musical Instruments,Ingles
2430,Beginner Guitar Method,200,85,Beginner Level,Musical Instruments,Aleman
2431,How to Play Dan Fogelberg Songs on Guitar,25,24,Intermediate Level,Musical Instruments,Ingles
2432,Jews Harp - Advanced course,30,26,Expert Level,Musical Instruments,Ingles
2433,Instant Harmonica - play jazzy Autumn Leaves now (part two),20,19,Beginner Level,Musical Instruments,Ingles
2434,Jazz Guitar Reharmonization for Autumn Leaves,20,30,All Levels,Musical Instruments,Ingles
2435,Tenor Saxophone Lessons For Beginners,95,45,Beginner Level,Musical Instruments,Ingles
2436,Mike G's Beginner Drum Course: Part 2,40,305,All Levels,Musical Instruments,Aleman
2437,Instant Harmonica - play Summertime + Drunken Sailor now!,40,26,All Levels,Musical Instruments,Ingles
2438,Add Slide To Your Guitar Playing,20,75,All Levels,Musical Instruments,Ingles
2439,Piano With Willie: Piano Chords Vol. 2,40,32,Intermediate Level,Musical Instruments,Ingles
2440,Drum Lessons For Beginners,50,70,Beginner Level,Musical Instruments,Aleman
2441,Classical Guitar Finger-Picking: Right Hand Arpeggios,195,200,All Levels,Musical Instruments,Ingles
2442,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",30,478,Beginner Level,Musical Instruments,Ingles
2443,Play tunes on harmonica and learn how to bend some notes,35,73,Beginner Level,Musical Instruments,Ingles
2444,Instant Harmonica - play Yesterday + Scarborough Fair today!,40,33,All Levels,Musical Instruments,Ingles
2445,Violin lessons for beginners,20,59,Beginner Level,Musical Instruments,Ingles
2446,Old-Time Banjo for the Absolute Beginner,25,192,Beginner Level,Musical Instruments,Ingles
2447,"Learn Guitar The Easy Way, It's Faster",25,57,Beginner Level,Musical Instruments,Ingles
2448,Learn Oud 2,20,81,Intermediate Level,Musical Instruments,Ingles
2449,The Essentials of Acoustic Guitar Strumming Patterns,0,2995,Beginner Level,Musical Instruments,Ingles
2450,Acoustic Guitar After The Basics,45,181,Intermediate Level,Musical Instruments,Ingles
2451,Bossa Nova - Guitar for Beginners,20,589,Beginner Level,Musical Instruments,Ingles
2452,Piano With Willie: Piano Chords Vol. 1,40,48,Beginner Level,Musical Instruments,Ingles
2453,Instant Harmonica - play Summertime in 8 fun & easy lessons,40,81,Beginner Level,Musical Instruments,Ingles
